,POI_category_name,POI_category_ID,POI_yelp_id,POI_alias,POI_name,POI_image_url,POI_is_closed,POI_url,POI_review_count,POI_rating,POI_price,POI_phone,POI_display_phone
2633,Restaurant,13065,jVv2ZyBX-jIExB2GRKf4hw,chupito-vancouver,Chupito,https://s3-media3.fl.yelpcdn.com/bphoto/mNDUNZMgVWksk3AQ1NjVfQ/o.jpg,False,https://www.yelp.com/biz/chupito-vancouver?adjust_creative=NIcD8b9uXX3kw0W6kNfMVw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=NIcD8b9uXX3kw0W6kNfMVw,8,3.5,,,
2638,Restaurant,13065,GQK8trvjFDBuETAchTMVIA,nemesis-coffee-vancouver,Nemesis Coffee,https://s3-media4.fl.yelpcdn.com/bphoto/NrmPqjOY5N9VXAg4khnyBg/o.jpg,False,https://www.yelp.com/biz/nemesis-coffee-vancouver?adjust_creative=NIcD8b9uXX3kw0W6kNfMVw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=NIcD8b9uXX3kw0W6kNfMVw,202,4.5,$$,,
2639,Restaurant,13065,vXTo69v2bGEyuBdT0X1hrw,la-taqueria-pinche-taco-shop-vancouver-2,La Taqueria Pinche Taco Shop,https://s3-media3.fl.yelpcdn.com/bphoto/tevD3sS3_E-uiw9NEdmrOA/o.jpg,False,https://www.yelp.com/biz/la-taqueria-pinche-taco-shop-vancouver-2?adjust_creative=NIcD8b9uXX3kw0W6kNfMVw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=NIcD8b9uXX3kw0W6kNfMVw,514,4.5,$$,16045684406.0,+1 604-568-4406
2703,Restaurant,13065,g2jyeE9Yf-iU77cK22yESw,chào-street-food-vancouver-2,Chào Street Food,https://s3-media3.fl.yelpcdn.com/bphoto/dUe6HuzzWzBzre0Uel1pPQ/o.jpg,False,https://www.yelp.com/biz/ch%C3%A0o-street-food-vancouver-2?adjust_creative=NIcD8b9uXX3kw0W6kNfMVw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=NIcD8b9uXX3kw0W6kNfMVw,6,3.0,,,
2704,Restaurant,13065,ROKMHJe5ofSjNWUqmH-8GA,koya-japanese-restaurant-vancouver,Koya Japanese Restaurant,,False,https://www.yelp.com/biz/koya-japanese-restaurant-vancouver?adjust_creative=NIcD8b9uXX3kw0W6kNfMVw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=NIcD8b9uXX3kw0W6kNfMVw,1,1.0,,,
2705,Restaurant,13065,6oMFCO9vgcM9Pa8x7DBqqA,kentizen-fusion-lounge-vancouver,Kentizen Fusion Lounge,https://s3-media4.fl.yelpcdn.com/bphoto/v1tKOiSs5BRLBnwM9GHBSA/o.jpg,False,https://www.yelp.com/biz/kentizen-fusion-lounge-vancouver?adjust_creative=NIcD8b9uXX3kw0W6kNfMVw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=NIcD8b9uXX3kw0W6kNfMVw,18,2.5,$$,16047710301.0,+1 604-771-0301
2706,Restaurant,13065,clJgIaWNYL35MyGcAx-Fcw,cafe-signal-vancouver,Cafe Signal,https://s3-media2.fl.yelpcdn.com/bphoto/iZYbIrwC-t8Cs_HIpnzpUg/o.jpg,False,https://www.yelp.com/biz/cafe-signal-vancouver?adjust_creative=NIcD8b9uXX3kw0W6kNfMVw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=NIcD8b9uXX3kw0W6kNfMVw,1,4.0,,17789288638.0,+1 778-928-8638
2709,Restaurant,13065,i0UjPGLnouLf-syH9UFJAw,tina-vietnamese-vancouver,TINA Vietnamese,https://s3-media4.fl.yelpcdn.com/bphoto/X13x_uQ7WoFNHZNuy4E5wA/o.jpg,False,https://www.yelp.com/biz/tina-vietnamese-vancouver?adjust_creative=NIcD8b9uXX3kw0W6kNfMVw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=NIcD8b9uXX3kw0W6kNfMVw,3,4.0,$,,
2710,Restaurant,13065,a-il0_PVG8GhvnbDaq8wfQ,torimaru-ramen-vancouver,Torimaru Ramen,https://s3-media1.fl.yelpcdn.com/bphoto/r9krpsa7v5Dsw8oLBfC8yQ/o.jpg,False,https://www.yelp.com/biz/torimaru-ramen-vancouver?adjust_creative=NIcD8b9uXX3kw0W6kNfMVw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=NIcD8b9uXX3kw0W6kNfMVw,11,4.0,,,
2729,Restaurant,13065,ljnjap6GNVMvS1DNzgDOYA,caveman-cafe-vancouver,Caveman Cafe,https://s3-media2.fl.yelpcdn.com/bphoto/FlyerI-Abgq6-dWrrmy__Q/o.jpg,False,https://www.yelp.com/biz/caveman-cafe-vancouver?adjust_creative=NIcD8b9uXX3kw0W6kNfMVw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=NIcD8b9uXX3kw0W6kNfMVw,270,4.5,$$,16043310668.0,+1 604-331-0668
2732,Restaurant,13065,AGNnyZ0tYkz1ECKdqbINaA,bara-caribbean-cuisine-vancouver,BARA Caribbean Cuisine,https://s3-media2.fl.yelpcdn.com/bphoto/lJdojeMYSgPvje3zvtFF7g/o.jpg,False,https://www.yelp.com/biz/bara-caribbean-cuisine-vancouver?adjust_creative=NIcD8b9uXX3kw0W6kNfMVw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=NIcD8b9uXX3kw0W6kNfMVw,6,3.5,$$,12364273920.0,+1 236-427-3920
2735,Restaurant,13065,IzV22QQpDf3bRgkilWI9Yg,bali-thai-vancouver-2,Bali Thai,https://s3-media2.fl.yelpcdn.com/bphoto/2jANqAN4yc-AzWxWXS6KlQ/o.jpg,False,https://www.yelp.com/biz/bali-thai-vancouver-2?adjust_creative=NIcD8b9uXX3kw0W6kNfMVw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=NIcD8b9uXX3kw0W6kNfMVw,90,4.5,$,16042917990.0,+1 604-291-7990
2740,Restaurant,13065,g2H-Ml9RJp3aHzdAr8Mkwg,congee-noodle-delight-vancouver,Congee Noodle Delight,https://s3-media1.fl.yelpcdn.com/bphoto/VMstMnivqagipE4IA7hg7A/o.jpg,False,https://www.yelp.com/biz/congee-noodle-delight-vancouver?adjust_creative=NIcD8b9uXX3kw0W6kNfMVw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=NIcD8b9uXX3kw0W6kNfMVw,89,3.5,$,16043363311.0,+1 604-336-3311
2743,Restaurant,13065,0Y09E0G4BVdmPsYFVGDLMg,taco-time-vancouver-11,Taco Time,https://s3-media3.fl.yelpcdn.com/bphoto/1myLGXLG1lhaDS8bw4KULw/o.jpg,False,https://www.yelp.com/biz/taco-time-vancouver-11?adjust_creative=NIcD8b9uXX3kw0W6kNfMVw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=NIcD8b9uXX3kw0W6kNfMVw,9,3.0,$,16046470474.0,+1 604-647-0474
2767,Restaurant,13065,mCK3pJn4ac3sA2IGhl-s2g,steamers-vancouver,Steamers,,False,https://www.yelp.com/biz/steamers-vancouver?adjust_creative=NIcD8b9uXX3kw0W6kNfMVw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=NIcD8b9uXX3kw0W6kNfMVw,2,3.5,,,
2787,Restaurant,13065,C94-kFxcgmJGG6t1pLxDZQ,encore-suite-vancouver,Encore Suite,https://s3-media2.fl.yelpcdn.com/bphoto/2fDjkCUUIoHLahgcZ6Zbaw/o.jpg,False,https://www.yelp.com/biz/encore-suite-vancouver?adjust_creative=NIcD8b9uXX3kw0W6kNfMVw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=NIcD8b9uXX3kw0W6kNfMVw,3,4.5,$$,,
2803,Restaurant,13065,8PrTJSFICr4f_dMictWkuA,kouign-café-vancouver-3,Kouign Café,https://s3-media4.fl.yelpcdn.com/bphoto/oI2IRyzpsizz9T-a4Ha6Tg/o.jpg,False,https://www.yelp.com/biz/kouign-caf%C3%A9-vancouver-3?adjust_creative=NIcD8b9uXX3kw0W6kNfMVw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=NIcD8b9uXX3kw0W6kNfMVw,35,4.5,,16046338333.0,+1 604-633-8333
2806,Restaurant,13065,ZrtDob4ytmEHGWXOPcpwww,fast-food-vancouver,Fast Food,https://s3-media2.fl.yelpcdn.com/bphoto/EY0O_ozZ0uOyT_pESTsWkg/o.jpg,False,https://www.yelp.com/biz/fast-food-vancouver?adjust_creative=NIcD8b9uXX3kw0W6kNfMVw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=NIcD8b9uXX3kw0W6kNfMVw,1,3.0,,16046878223.0,+1 604-687-8223
2829,Restaurant,13065,QjRIE69P7-XjGs06U-7XRw,the-filipino-noodle-joint-vancouver,The Filipino Noodle Joint,https://s3-media2.fl.yelpcdn.com/bphoto/ZFemfoWhgJqk1jvYVv5NZw/o.jpg,False,https://www.yelp.com/biz/the-filipino-noodle-joint-vancouver?adjust_creative=NIcD8b9uXX3kw0W6kNfMVw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=NIcD8b9uXX3kw0W6kNfMVw,10,4.0,,16046303820.0,+1 604-630-3820
2841,Restaurant,13065,UnCA023FCE_p6l5G7JWI4g,fat-kee-fast-food-vancouver,Fat Kee Fast Food,,False,https://www.yelp.com/biz/fat-kee-fast-food-vancouver?adjust_creative=NIcD8b9uXX3kw0W6kNfMVw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=NIcD8b9uXX3kw0W6kNfMVw,1,5.0,$,,
2842,Restaurant,13065,uftu7un_Nm4I01VbbGyS7A,sushi-bok-vancouver,Sushi Bok,https://s3-media3.fl.yelpcdn.com/bphoto/oC6k7Y9zb1q04Rh6Hiv-PA/o.jpg,False,https://www.yelp.com/biz/sushi-bok-vancouver?adjust_creative=NIcD8b9uXX3kw0W6kNfMVw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=NIcD8b9uXX3kw0W6kNfMVw,1,5.0,,12363356563.0,+1 236-335-6563
2844,Restaurant,13065,90XZXjKo4ol0BqyOBQoJ8g,floata-seafood-restaurant-vancouver-2,Floata Seafood Restaurant,https://s3-media3.fl.yelpcdn.com/bphoto/2cosr2s23VGg1o5ggWgjkA/o.jpg,False,https://www.yelp.com/biz/floata-seafood-restaurant-vancouver-2?adjust_creative=NIcD8b9uXX3kw0W6kNfMVw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=NIcD8b9uXX3kw0W6kNfMVw,199,2.5,$$,16046020368.0,+1 604-602-0368
2846,Restaurant,13065,zQDVyHt8mbnCqaGBUrlZTA,des-cosina-enterprises-vancouver,Des Cosina Enterprises,,False,https://www.yelp.com/biz/des-cosina-enterprises-vancouver?adjust_creative=NIcD8b9uXX3kw0W6kNfMVw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=NIcD8b9uXX3kw0W6kNfMVw,1,3.0,,16046815522.0,+1 604-681-5522
2847,Restaurant,13065,GylQWtq53KhNyato8X-dnQ,ming-fong-fast-food-vancouver,Ming Fong Fast Food,https://s3-media2.fl.yelpcdn.com/bphoto/N4Y3uaqU3Yh37baOdJ4xJw/o.jpg,False,https://www.yelp.com/biz/ming-fong-fast-food-vancouver?adjust_creative=NIcD8b9uXX3kw0W6kNfMVw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=NIcD8b9uXX3kw0W6kNfMVw,4,3.5,,16046878223.0,+1 604-687-8223
2849,Restaurant,13065,K1943yeGQELTUeiH6bDa2g,bao-bei-chinese-brasserie-vancouver,Bao Bei Chinese Brasserie,https://s3-media1.fl.yelpcdn.com/bphoto/p3KxNO4nk6niIiEGMKV_TQ/o.jpg,False,https://www.yelp.com/biz/bao-bei-chinese-brasserie-vancouver?adjust_creative=NIcD8b9uXX3kw0W6kNfMVw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=NIcD8b9uXX3kw0W6kNfMVw,401,4.0,$$$,16046880876.0,+1 604-688-0876
2850,Restaurant,13065,zujR6S-epS_KMWJeMmvXjw,daisy-garden-kitchen-vancouver,Daisy Garden Kitchen,https://s3-media3.fl.yelpcdn.com/bphoto/0T30TaIVMemKPWUTXiPNDQ/o.jpg,False,https://www.yelp.com/biz/daisy-garden-kitchen-vancouver?adjust_creative=NIcD8b9uXX3kw0W6kNfMVw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=NIcD8b9uXX3kw0W6kNfMVw,11,3.0,,,
2852,Restaurant,13065,uxJqItMyU6pAJxxmveiXBw,chinatown-bbq-vancouver-2,Chinatown BBQ,https://s3-media2.fl.yelpcdn.com/bphoto/4WqLG4wbUbXu3Axa65MYpg/o.jpg,False,https://www.yelp.com/biz/chinatown-bbq-vancouver-2?adjust_creative=NIcD8b9uXX3kw0W6kNfMVw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=NIcD8b9uXX3kw0W6kNfMVw,240,4.5,$$,16044282626.0,+1 604-428-2626
2854,Restaurant,13065,aFOMOdl6Qe6Qr5paoQmYYQ,juke-fried-chicken-ribs-and-cocktail-bar-vancouver,"Juke Fried Chicken, Ribs and Cocktail Bar",https://s3-media3.fl.yelpcdn.com/bphoto/HrHZ-GWtHflk6DnTACfysA/o.jpg,False,https://www.yelp.com/biz/juke-fried-chicken-ribs-and-cocktail-bar-vancouver?adjust_creative=NIcD8b9uXX3kw0W6kNfMVw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=NIcD8b9uXX3kw0W6kNfMVw,318,3.0,$$,16043365853.0,+1 604-336-5853
2856,Restaurant,13065,nPpD5ZbLFb6OF204TW1lSA,mila-plant-based-vancouver,MILA Plant-Based,https://s3-media1.fl.yelpcdn.com/bphoto/hgR5IvuKhF1CSRV9BlUBmQ/o.jpg,False,https://www.yelp.com/biz/mila-plant-based-vancouver?adjust_creative=NIcD8b9uXX3kw0W6kNfMVw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=NIcD8b9uXX3kw0W6kNfMVw,76,4.5,,,
2857,Restaurant,13065,NN19pPLwqETuATMNlUNb_Q,new-town-bakery-and-restaurant-vancouver-2,New Town Bakery & Restaurant,https://s3-media3.fl.yelpcdn.com/bphoto/p9Xg-kVQ8mT5IvQaN93DJQ/o.jpg,False,https://www.yelp.com/biz/new-town-bakery-and-restaurant-vancouver-2?adjust_creative=NIcD8b9uXX3kw0W6kNfMVw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=NIcD8b9uXX3kw0W6kNfMVw,370,3.5,$,16046811828.0,+1 604-681-1828
2859,Restaurant,13065,iLeNiouZRJ0xNGNY8SrJLQ,sai-woo-vancouver,Sai Woo,https://s3-media2.fl.yelpcdn.com/bphoto/frA3LwlwxsKF189hR2uTmA/o.jpg,False,https://www.yelp.com/biz/sai-woo-vancouver?adjust_creative=NIcD8b9uXX3kw0W6kNfMVw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=NIcD8b9uXX3kw0W6kNfMVw,164,3.5,$$,16045681117.0,+1 604-568-1117
2860,Restaurant,13065,jENYBO-hThuNhIBZBw3n4A,pacific-poke-vancouver,Pacific Poke,https://s3-media2.fl.yelpcdn.com/bphoto/i-bj9QTr9mQvD5V401t-QQ/o.jpg,False,https://www.yelp.com/biz/pacific-poke-vancouver?adjust_creative=NIcD8b9uXX3kw0W6kNfMVw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=NIcD8b9uXX3kw0W6kNfMVw,149,4.5,$$,16045595304.0,+1 604-559-5304
2862,Restaurant,13065,m-SGSaDxccZFELzED9B2qw,between-2-buns-vancouver-2,Between 2 Buns,https://s3-media2.fl.yelpcdn.com/bphoto/VyLpiK5hT_1HSQNLyuNTyg/o.jpg,False,https://www.yelp.com/biz/between-2-buns-vancouver-2?adjust_creative=NIcD8b9uXX3kw0W6kNfMVw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=NIcD8b9uXX3kw0W6kNfMVw,20,3.5,$$,,
2865,Restaurant,13065,sKqtJP0F8Lr-aWGIQwQODw,candy-fashion-vancouver,Candy Fashion,,False,https://www.yelp.com/biz/candy-fashion-vancouver?adjust_creative=NIcD8b9uXX3kw0W6kNfMVw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=NIcD8b9uXX3kw0W6kNfMVw,1,2.0,,16046826988.0,+1 604-682-6988
2866,Restaurant,13065,bb2yORNNEc22UH17ei7ntw,virtuous-pie-vancouver,Virtuous Pie,https://s3-media2.fl.yelpcdn.com/bphoto/vafIM88E9zKIzipRkss0-g/o.jpg,False,https://www.yelp.com/biz/virtuous-pie-vancouver?adjust_creative=NIcD8b9uXX3kw0W6kNfMVw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=NIcD8b9uXX3kw0W6kNfMVw,285,4.0,$$,16046200060.0,+1 604-620-0060
2869,Restaurant,13065,1VrNLmCte66RgmBIif5g8g,robertos-big-sandwiches-vancouver,Roberto's Big Sandwiches,https://s3-media3.fl.yelpcdn.com/bphoto/PNMgCgJ2NmqiQhl0UP_QBg/o.jpg,False,https://www.yelp.com/biz/robertos-big-sandwiches-vancouver?adjust_creative=NIcD8b9uXX3kw0W6kNfMVw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=NIcD8b9uXX3kw0W6kNfMVw,1,2.0,,16044284364.0,+1 604-428-4364
2870,Restaurant,13065,-rfxpW-yQOWm-ZkbM8C6pQ,jade-dynasty-restaurant-vancouver-3,Jade Dynasty Restaurant,https://s3-media3.fl.yelpcdn.com/bphoto/n0Pu4xPHa5QgO0f0sFqXZg/o.jpg,False,https://www.yelp.com/biz/jade-dynasty-restaurant-vancouver-3?adjust_creative=NIcD8b9uXX3kw0W6kNfMVw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=NIcD8b9uXX3kw0W6kNfMVw,181,3.5,$$,16046838816.0,+1 604-683-8816
2872,Restaurant,13065,z8Ll85vU-pEELbqbb7K-9w,dalina-vancouver,Dalina,https://s3-media1.fl.yelpcdn.com/bphoto/NK43tpLcr8j4IBABVFqg5w/o.jpg,False,https://www.yelp.com/biz/dalina-vancouver?adjust_creative=NIcD8b9uXX3kw0W6kNfMVw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=NIcD8b9uXX3kw0W6kNfMVw,81,4.5,$$,16044284364.0,+1 604-428-4364
2875,Restaurant,13065,r8wS-T0edDHA9SucOyZpww,saba-foods-vancouver,Saba Foods,https://s3-media1.fl.yelpcdn.com/bphoto/p5LUwKxKD2_hO_xBxBCgJA/o.jpg,False,https://www.yelp.com/biz/saba-foods-vancouver?adjust_creative=NIcD8b9uXX3kw0W6kNfMVw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=NIcD8b9uXX3kw0W6kNfMVw,8,4.5,,16043580566.0,+1 604-358-0566
2878,Restaurant,13065,iAw0VVcIb9wBuV8UWFhNdg,dd-mau-chinatown-vancouver-3,DD Mau Chinatown,https://s3-media3.fl.yelpcdn.com/bphoto/S66TLmZJVpTTmOBRSq2wVA/o.jpg,False,https://www.yelp.com/biz/dd-mau-chinatown-vancouver-3?adjust_creative=NIcD8b9uXX3kw0W6kNfMVw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=NIcD8b9uXX3kw0W6kNfMVw,91,4.0,$$,16045596076.0,+1 604-559-6076
2880,Restaurant,13065,AZaSqdPoPvsfTDnAMeoOkw,ba-le-sandwich-shop-vancouver-2,Ba Le Sandwich Shop,https://s3-media2.fl.yelpcdn.com/bphoto/34XwKerHWrJNl2_QDOwgWQ/o.jpg,False,https://www.yelp.com/biz/ba-le-sandwich-shop-vancouver-2?adjust_creative=NIcD8b9uXX3kw0W6kNfMVw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=NIcD8b9uXX3kw0W6kNfMVw,78,3.5,$,16046628108.0,+1 604-662-8108
2882,Restaurant,13065,ZFb8DLs22exKf6tarNCr3w,redbeef-noodle-kitchen-vancouver-2,RedBeef Noodle Kitchen,https://s3-media1.fl.yelpcdn.com/bphoto/geoE6Wq-pTl9I8V9NmtHxw/o.jpg,False,https://www.yelp.com/biz/redbeef-noodle-kitchen-vancouver-2?adjust_creative=NIcD8b9uXX3kw0W6kNfMVw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=NIcD8b9uXX3kw0W6kNfMVw,18,4.0,,16044235500.0,+1 604-423-5500
2885,Restaurant,13065,mk9L3-7-TsWz68N-JoDfDg,pizza-coming-soon-vancouver,Pizza Coming Soon,https://s3-media4.fl.yelpcdn.com/bphoto/geKxLcK8U0cjD3AP4blUvw/o.jpg,False,https://www.yelp.com/biz/pizza-coming-soon-vancouver?adjust_creative=NIcD8b9uXX3kw0W6kNfMVw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=NIcD8b9uXX3kw0W6kNfMVw,13,4.0,,16045584900.0,+1 604-558-4900
2886,Restaurant,13065,lVBazL4ybBoc30KWLHEGtw,straight-outta-brooklyn-nyc-pizzeria-vancouver-3,Straight Outta Brooklyn NYC Pizzeria,https://s3-media2.fl.yelpcdn.com/bphoto/lY1W1eXGhgJLdWVgSGuvLA/o.jpg,False,https://www.yelp.com/biz/straight-outta-brooklyn-nyc-pizzeria-vancouver-3?adjust_creative=NIcD8b9uXX3kw0W6kNfMVw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=NIcD8b9uXX3kw0W6kNfMVw,19,3.5,$,16046834440.0,+1 604-683-4440
2887,Restaurant,13065,Kpow48ThElZTz1jhZzGZSA,the-boss-bakery-and-restaurant-vancouver,The Boss Bakery & Restaurant,https://s3-media3.fl.yelpcdn.com/bphoto/rkXwsHK8D2xMWcm1u-B5wQ/o.jpg,False,https://www.yelp.com/biz/the-boss-bakery-and-restaurant-vancouver?adjust_creative=NIcD8b9uXX3kw0W6kNfMVw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=NIcD8b9uXX3kw0W6kNfMVw,58,3.5,$$,16046833860.0,+1 604-683-3860
2890,Restaurant,13065,iHW0kEuk3apSWjasvYGKiQ,via-pasta-vancouver,Via Pasta,https://s3-media1.fl.yelpcdn.com/bphoto/Sa9GsGrbFCrLKQxMov_jAA/o.jpg,False,https://www.yelp.com/biz/via-pasta-vancouver?adjust_creative=NIcD8b9uXX3kw0W6kNfMVw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=NIcD8b9uXX3kw0W6kNfMVw,13,4.0,,16046052594.0,+1 604-605-2594
2894,Restaurant,13065,bR0AwfXJlNxMP0387deRRw,matchstick-vancouver-3,Matchstick,https://s3-media1.fl.yelpcdn.com/bphoto/BmvlNLTgFct2pKaw2u8ZsQ/o.jpg,False,https://www.yelp.com/biz/matchstick-vancouver-3?adjust_creative=NIcD8b9uXX3kw0W6kNfMVw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=NIcD8b9uXX3kw0W6kNfMVw,97,4.0,$,16043360213.0,+1 604-336-0213
2895,Restaurant,13065,CaW6UlH48vE1oJur583DZQ,gain-wah-restaurant-vancouver,Gain Wah Restaurant,https://s3-media2.fl.yelpcdn.com/bphoto/E6bnmuFog-Cw0UzZx6UVeA/o.jpg,False,https://www.yelp.com/biz/gain-wah-restaurant-vancouver?adjust_creative=NIcD8b9uXX3kw0W6kNfMVw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=NIcD8b9uXX3kw0W6kNfMVw,145,4.0,$,16046841740.0,+1 604-684-1740
2896,Restaurant,13065,seDlMO8ZR9B4eZcAZNra9w,fiorino-vancouver,Fiorino,https://s3-media1.fl.yelpcdn.com/bphoto/yMJjAKalnkpfl3ocQxx1oA/o.jpg,False,https://www.yelp.com/biz/fiorino-vancouver?adjust_creative=NIcD8b9uXX3kw0W6kNfMVw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=NIcD8b9uXX3kw0W6kNfMVw,24,4.0,,16045680905.0,+1 604-568-0905
2897,Restaurant,13065,443bgsaGQcfwY1l5b2yxWA,kents-kitchen-vancouver-2,Kent's Kitchen,https://s3-media4.fl.yelpcdn.com/bphoto/TRRrr0iRckQAoCfRTX50Hw/o.jpg,False,https://www.yelp.com/biz/kents-kitchen-vancouver-2?adjust_creative=NIcD8b9uXX3kw0W6kNfMVw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=NIcD8b9uXX3kw0W6kNfMVw,58,3.5,$,16046692237.0,+1 604-669-2237
2899,Restaurant,13065,zs5zgv7rNOXurPQnqdW-qA,fat-mao-noodles-vancouver,Fat Mao Noodles,https://s3-media2.fl.yelpcdn.com/bphoto/_r32kA4j0SmjMwXT8H3LQg/o.jpg,False,https://www.yelp.com/biz/fat-mao-noodles-vancouver?adjust_creative=NIcD8b9uXX3kw0W6kNfMVw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=NIcD8b9uXX3kw0W6kNfMVw,220,4.0,$$,16045698192.0,+1 604-569-8192
2902,Restaurant,13065,ZOtPZtoI36Isu5lEzKibeQ,propaganda-coffee-vancouver,Propaganda Coffee,https://s3-media3.fl.yelpcdn.com/bphoto/Hn630G4aYgYpn1nC7gSWrQ/o.jpg,False,https://www.yelp.com/biz/propaganda-coffee-vancouver?adjust_creative=NIcD8b9uXX3kw0W6kNfMVw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=NIcD8b9uXX3kw0W6kNfMVw,72,4.0,$,,
2904,Restaurant,13065,XZg7TWr4eBiVXeSca2_JUg,the-ramen-butcher-vancouver,The Ramen Butcher,https://s3-media4.fl.yelpcdn.com/bphoto/MggpBVXf6ZkOk-9ARwi2Ew/o.jpg,False,https://www.yelp.com/biz/the-ramen-butcher-vancouver?adjust_creative=NIcD8b9uXX3kw0W6kNfMVw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=NIcD8b9uXX3kw0W6kNfMVw,374,3.5,$$,16048064646.0,+1 604-806-4646
2906,Restaurant,13065,QGjC2MxIqVZ0cRXFlDpQBw,foodictive-express-vancouver,Foodictive Express,https://s3-media2.fl.yelpcdn.com/bphoto/4EzobLzTe_IdDFZ7OedBuA/o.jpg,False,https://www.yelp.com/biz/foodictive-express-vancouver?adjust_creative=NIcD8b9uXX3kw0W6kNfMVw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=NIcD8b9uXX3kw0W6kNfMVw,2,4.0,,16046876918.0,+1 604-687-6918
2908,Restaurant,13065,tBl11Wq7QAQMCJKOAf3dqw,shuckshuck-vancouver,Shuckshuck,https://s3-media4.fl.yelpcdn.com/bphoto/JpbwFx17EJVrp_dSHjunZg/o.jpg,False,https://www.yelp.com/biz/shuckshuck-vancouver?adjust_creative=NIcD8b9uXX3kw0W6kNfMVw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=NIcD8b9uXX3kw0W6kNfMVw,7,3.5,,16043604788.0,+1 604-360-4788
